"","Predictor","Marginalized error","Model error","Relative change","Z-value"
"43","fails_sleep_in_30min",0.2399,0.2399,0,-0.919
"44","wakeup_mid_night",0.2399,0.2399,0,-1.48
"45","get_up_bathroom",0.2399,0.2399,0,0.204
"46","breathing_discomfort",0.2399,0.2399,0,-0.134
"47","loud_cough_snore",0.2399,0.2399,0,-0.46
"48","too_cold_sleep",0.2399,0.2399,0,0.134
"49","too_hot_sleep",0.2399,0.2399,0,-1.025
"50","bad_dreams",0.2399,0.2399,0,-1.836
"51","have_pain",0.2399,0.2399,0,-0.822
"52","past_month_medication",0.2399,0.2399,0,-0.833
"53","trouble_waking",0.2399,0.2399,0,0.057
"55","sleep_qual_overall",0.2399,0.2399,0,-1.061
"56","time_bedtime_qs_asked",0.2399,0.2399,0,-0.617
"57","time_wakeup_qs_asked",0.2399,0.2399,0,-0.336
"59","depression_HADS",0.2399,0.2399,0,-1.015
"63","still_laughs",0.2399,0.2399,0,-2.817
"64","worries",0.2399,0.2399,0,0.097
"67","feels_slowed_down",0.2399,0.2399,0,-1.53
"68","feels_butterfly_fright",0.2399,0.2399,0,-0.072
"69","no_interest_in_appearance",0.2399,0.2399,0,-1.133
"71","looks_forward",0.2399,0.2399,0,-0.917
"72","sudden_feelings_panic",0.2399,0.2399,0,-0.405
"73","can_enjoy_entertainment",0.2399,0.2399,0,-1.156
"76","fvc_liters",0.2399,0.2399,0,0.744
"81","advair_symbircort",0.2399,0.2399,0,-1.856
"84","rolephys",0.2399,0.2399,0,0.77
"87","emowell",0.2399,0.2399,0,-0.04
"92","theophylline_use",0.2399,0.2399,0,-0.538
"96","h2_blockers",0.2399,0.2399,0,-0.059
"98","FEF2575_post_bronchodilator",0.2399,0.2399,0,1.6
"99","POFEFM_",0.2399,0.2399,0,1.592
"100","ace_inibitors",0.2399,0.2399,0,-1.431
"101","arb_use",0.2399,0.2399,0,-0.667
"102","beta_blocker_use",0.2399,0.2399,0,-0.052
"103","beta_blocker_non_selective",0.2399,0.2399,0,-0.336
"104","beta_blocker_selective",0.2399,0.2399,0,-0.021
"105","CCB",0.2399,0.2399,0,-1.067
"106","anti_arrythmics",0.2399,0.2399,0,-0.336
"107","statins",0.2399,0.2399,0,-1.769
"108","diuretics",0.2399,0.2399,0,0.083
"109","misc_baseline_meds",0.2399,0.2399,0,-0.336
"110","vasodilator_use",0.2399,0.2399,0,-2.207
"112","other_chol_reducers",0.2399,0.2399,0,-0.74
"113","digitalis",0.2399,0.2399,0,-1.5
"114","ASP",0.2399,0.2399,0,0.392
"115","hearmean",0.2399,0.2399,0,-0.02
"116","statin",0.2399,0.2399,0,-0.934
"121","energy_z_score",0.2399,0.2399,0,0.964
"122","social_z_score",0.2399,0.2399,0,-1.012
"123","emotional_z_score",0.2399,0.2399,0,-0.464
"124","mental_health_z_score",0.2399,0.2399,0,-0.411
"127","icsonly",0.2399,0.2399,0,-0.246
"128","labaonly",0.2399,0.2399,0,-0.336
"129","lamaonly",0.2399,0.2399,0,0.083
"131","icslama",0.2399,0.2399,0,-0.099
"134","gold2",0.2399,0.2399,0,0.503
"135","gold1",0.2399,0.2399,0,-1.623
"136","sleep1",0.2399,0.2399,0,0.454
"2","X",0.2398,0.2399,-0.001,-0.613
"4","age",0.2398,0.2399,-0.001,-1.016
"29","sleep_quality_global",0.2398,0.2399,-0.001,-1.197
"42","actual_hours_sleep",0.2398,0.2399,-0.001,-2.295
"77","fev1_predicted_baseline",0.2398,0.2399,-0.001,1.113
"83","physfunc",0.2398,0.2399,0,-1.944
"88","socfunc",0.2398,0.2399,-0.001,-1.935
"97","FVC_post_bronchodilator",0.2398,0.2399,-0.001,-0.552
"117","physical_z_score",0.2398,0.2399,-0.001,-1.724
"118","role_phys_z_score",0.2398,0.2399,-0.001,-0.646
"125","aggregate_mental_z_score",0.2398,0.2399,-0.001,-1.528
"27","SGRQ_activity",0.2397,0.2399,-0.001,-2.782
"28","SGRQ_impact",0.2397,0.2399,-0.001,-1.811
"82","stgtotalc",0.2397,0.2399,-0.001,0.66
