"","Predictor","Marginalized error","Model error","Relative change","Z-value"
"137","panic4",0.2403,0.2404,0,-3.467
"2","X",0.2402,0.2404,-0.001,-0.594
"20","packyears",0.2402,0.2404,-0.001,-1.342
"28","SGRQ_impact",0.2402,0.2404,-0.001,-1.814
"97","FVC_post_bronchodilator",0.2402,0.2404,-0.001,-0.673
"125","aggregate_mental_z_score",0.2402,0.2404,-0.001,-1.045
"82","stgtotalc",0.2401,0.2404,-0.001,1.083
"98","FEF2575_post_bronchodilator",0.2401,0.2404,-0.001,-0.965
"115","hearmean",0.2401,0.2404,-0.001,-2.665
"27","SGRQ_activity",0.24,0.2404,-0.002,-3.59
