"","Predictor","Marginalized error","Model error","Relative change","Z-value"
"36","clinic",0.2392,0.2392,0,0.614
"37","depression_HADS",0.2391,0.2392,0,-1.789
"38","digitalis",0.2392,0.2392,0,-0.083
"39","diuretics",0.2393,0.2392,0,1.117
"40","emotional_z_score",0.2393,0.2392,0,1.416
"41","emowell",0.2391,0.2392,0,-0.525
"42","energy",0.2391,0.2392,0,0.596
"43","energy_z_score",0.2391,0.2392,0,1.537
"44","enthusiastic_issues",0.2392,0.2392,0,0.148
"45","experiencedSevere",0.2394,0.2392,0.001,4.516
"46","fails_sleep_in_30min",0.2391,0.2392,-0.001,-2.937
"47","feels_butterfly_fright",0.2392,0.2392,0,-0.644
"48","feels_cheerful",0.2393,0.2392,0,0.957
"49","feels_restless",0.2392,0.2392,0,1.399
"50","feels_slowed_down",0.2391,0.2392,0,-1.65
"51","fev1_liters",0.2394,0.2392,0.001,2.394
"52","fev1_predicted_baseline",0.2392,0.2392,0,1.505
"53","fev1fvcpct_",0.2391,0.2392,-0.001,0.728
"54","fvc_liters",0.239,0.2392,-0.001,-1.27
"55","gen_health_z_score",0.24,0.2392,0.003,3.445
"56","gender",0.2397,0.2392,0.002,2.274
"57","genhealth",0.2399,0.2392,0.003,3.392
"58","get_up_bathroom",0.2392,0.2392,0,0.115
"59","get_up_time_hours",0.2391,0.2392,0,-1.322
"60","get_up_time_minutes",0.2392,0.2392,0,-0.936
"61","gold1",0.2392,0.2392,0,-0.228
"62","gold2",0.2392,0.2392,0,0.66
"63","goldclass",0.2392,0.2392,0,0.88
"64","h2_blockers",0.2392,0.2392,0,-1.931
"65","have_pain",0.2392,0.2392,0,0.621
"66","hearmean",0.239,0.2392,-0.001,-1.512
"67","hispanic",0.2392,0.2392,0,-1.364
"68","hosp1yr",0.2394,0.2392,0.001,2.735
"69","ics",0.2392,0.2392,0,1.962
"70","icslaba",0.2392,0.2392,0,0.325
"71","icslabalama",0.2392,0.2392,0,1.498
"72","icslama",0.2392,0.2392,0,0.55
"73","icsonly",0.2392,0.2392,0,-1.421
"74","laba",0.2392,0.2392,0,1.184
"75","labalama",0.2392,0.2392,0,0.196
"76","labaonly",0.2392,0.2392,0,-1.364
"77","lama",0.2394,0.2392,0.001,2.087
"78","lamaonly",0.2392,0.2392,0,0.003
"79","lastYear",0.2392,0.2392,0,1.69
"80","looks_forward",0.2391,0.2392,0,-2.046
"81","loud_cough_snore",0.2391,0.2392,0,-1.642
"82","mental_health_z_score",0.2391,0.2392,0,-0.996
"83","misc_baseline_meds",0.2392,0.2392,0,-1.364
"84","native",0.2392,0.2392,0,-1.097
"85","noRecentMem",0.2394,0.2392,0.001,3.683
"86","no_interest_in_appearance",0.2391,0.2392,0,-1.628
"87","nowsmk",0.2392,0.2392,0,1.93
"88","on_laba_lama_ics",0.2392,0.2392,0,1.11
"89","oneMonth",0.2395,0.2392,0.001,7.258
"90","other_chol_reducers",0.2392,0.2392,0,-0.759
"91","otherrace",0.2392,0.2392,0,-1.364
"92","oxygen",0.2392,0.2392,0,0.899
"93","oxygen_use",0.2393,0.2392,0,1.254
"94","pacific",0.2392,0.2392,0,-1.364
"95","packyears",0.2392,0.2392,0,0.282
"96","pain",0.2396,0.2392,0.002,3.808
"97","pain_z_score",0.2394,0.2392,0.001,2.082
"98","panic4",0.2392,0.2392,0,0.242
"99","past_month_medication",0.2392,0.2392,0,-0.522
"100","phlegm",0.2395,0.2392,0.001,2.565
"101","physfunc",0.239,0.2392,-0.001,-2.06
"102","physical_z_score",0.2391,0.2392,-0.001,-2.259
"103","proton_pump_inhibitors",0.2393,0.2392,0,0.872
"104","pseudoEst",0.2392,0.2392,0,-1.364
"105","rateExacerb",0.2415,0.2392,0.009,6.31
"106","role_phys_z_score",0.2392,0.2392,0,0.845
"107","roleemo",0.2393,0.2392,0,1.409
"108","rolephys",0.2392,0.2392,0,0.598
"109","season",0.2392,0.2392,0,0.467
"110","seen_mental_health_provider_dep_anx",0.2394,0.2392,0.001,1.859
"111","sixMonths",0.2392,0.2392,0,-0.035
"112","sleep1",0.2392,0.2392,0,0.639
"113","sleep_disturbances",0.2392,0.2392,0,-0.554
"114","sleep_duration",0.2392,0.2392,0,0.078
"115","sleep_dysfunction",0.2391,0.2392,0,-0.416
"116","sleep_efficiency",0.2392,0.2392,0,-0.694
"117","sleep_latency",0.2391,0.2392,0,-0.723
"118","sleep_medication",0.2392,0.2392,0,-1.201
"119","sleep_qual_overall",0.2391,0.2392,0,-2.028
"120","sleep_quality_global",0.2391,0.2392,0,-0.929
"121","sleep_quality_subjective",0.2392,0.2392,0,-0.561
"122","socfunc",0.2391,0.2392,0,-2.837
"123","social_z_score",0.2392,0.2392,0,-0.489
"124","statin",0.2393,0.2392,0,0.995
"125","statins",0.2392,0.2392,0,-0.225
"126","ster1yr",0.2393,0.2392,0.001,2.012
"127","stgtotalc",0.2389,0.2392,-0.001,-0.02
"128","still_enjoy_things",0.2392,0.2392,0,0.987
"129","still_laughs",0.2392,0.2392,0,-1.326
"130","sudden_feelings_panic",0.2392,0.2392,0,0.343
"131","theophylline_use",0.2392,0.2392,0,-0.433
"132","threeMonths",0.2393,0.2392,0.001,6.043
"133","time_bedtime_qs_asked",0.2392,0.2392,0,-0.425
"134","time_wakeup_qs_asked",0.2392,0.2392,0,-1.364
"135","too_cold_sleep",0.2391,0.2392,0,-2.001
"136","too_hot_sleep",0.2392,0.2392,0,1.004
"137","trouble_waking",0.2392,0.2392,0,-0.538
"138","trtgroup",0.2399,0.2392,0.003,2.218
"139","vasodilator_use",0.2392,0.2392,0,-0.995
"140","wakeup_mid_night",0.2392,0.2392,0,0.726
"141","white",0.2392,0.2392,0,-1.213
"142","worries",0.2392,0.2392,0,-0.35
