"","Predictor","Marginalized error","Model error","Relative change","Z-value"
"57","genhealth",0.2391,0.2384,0.003,2.955
"58","get_up_bathroom",0.2384,0.2384,0,-0.079
"59","get_up_time_hours",0.2384,0.2384,0,-1.508
"60","get_up_time_minutes",0.2384,0.2384,0,-0.711
"61","gold1",0.2384,0.2384,0,-0.129
"62","gold2",0.2384,0.2384,0,0.198
"63","goldclass",0.2384,0.2384,0,1.045
"64","h2_blockers",0.2384,0.2384,0,-0.527
"65","have_pain",0.2384,0.2384,0,0.622
"66","hearmean",0.2384,0.2384,0,-0.495
"67","hispanic",0.2384,0.2384,0,-2.021
"68","hosp1yr",0.2385,0.2384,0,1.897
"69","ics",0.2385,0.2384,0,2.261
"70","icslaba",0.2385,0.2384,0,0.7
"71","icslabalama",0.2385,0.2384,0,0.841
"72","icslama",0.2384,0.2384,0,-0.202
"73","icsonly",0.2384,0.2384,0,0.117
"74","laba",0.2386,0.2384,0.001,3.133
"75","labalama",0.2384,0.2384,0,-0.844
"76","labaonly",0.2384,0.2384,0,-0.157
"77","lama",0.2385,0.2384,0,1.05
"78","lamaonly",0.2384,0.2384,0,-0.151
"79","lastYear",0.2384,0.2384,0,0.114
"80","looks_forward",0.2384,0.2384,0,-1.058
"81","loud_cough_snore",0.2384,0.2384,0,-1.646
"82","mental_health_z_score",0.2384,0.2384,0,-0.988
"83","misc_baseline_meds",0.2384,0.2384,0,-0.157
"84","native",0.2384,0.2384,0,-0.157
"85","noRecentMem",0.2389,0.2384,0.002,3.875
"86","no_interest_in_appearance",0.2384,0.2384,0,-0.249
"87","nowsmk",0.2385,0.2384,0,1.023
"88","on_laba_lama_ics",0.2385,0.2384,0,1.963
"89","oneMonth",0.2388,0.2384,0.002,7.334
"90","other_chol_reducers",0.2384,0.2384,0,-0.602
"91","otherrace",0.2384,0.2384,0,-0.957
"92","oxygen",0.2385,0.2384,0,1.51
"93","oxygen_use",0.2385,0.2384,0,1.311
"94","pacific",0.2384,0.2384,0,-0.157
"95","packyears",0.2384,0.2384,0,-0.348
"96","pain",0.2388,0.2384,0.001,2.807
"97","pain_z_score",0.2388,0.2384,0.001,2.806
"98","panic4",0.2384,0.2384,0,0.357
"99","past_month_medication",0.2384,0.2384,0,-0.414
"100","phlegm",0.2386,0.2384,0.001,2.114
"101","physfunc",0.2384,0.2384,0,-0.962
"102","physical_z_score",0.2384,0.2384,0,-0.998
"103","proton_pump_inhibitors",0.2385,0.2384,0,0.942
"104","pseudoEst",0.2384,0.2384,0,-0.157
"105","rateExacerb",0.2416,0.2384,0.013,6.928
"106","role_phys_z_score",0.2384,0.2384,0,0.908
"107","roleemo",0.2384,0.2384,0,-0.166
"108","rolephys",0.2385,0.2384,0,0.939
"109","season",0.2385,0.2384,0,0.741
"110","seen_mental_health_provider_dep_anx",0.2386,0.2384,0.001,1.622
"111","sixMonths",0.2384,0.2384,0,0.518
"112","sleep1",0.2384,0.2384,0,-0.014
"113","sleep_disturbances",0.2384,0.2384,0,0.497
"114","sleep_duration",0.2384,0.2384,0,0.189
"115","sleep_dysfunction",0.2384,0.2384,0,-0.101
"116","sleep_efficiency",0.2384,0.2384,0,0.369
"117","sleep_latency",0.2384,0.2384,0,-1.247
"118","sleep_medication",0.2384,0.2384,0,-1.093
"119","sleep_qual_overall",0.2384,0.2384,0,-1.312
"120","sleep_quality_global",0.2384,0.2384,0,-0.495
"121","sleep_quality_subjective",0.2384,0.2384,0,0.03
"122","socfunc",0.2383,0.2384,-0.001,-2.748
"123","social_z_score",0.2383,0.2384,0,-2.046
"124","statin",0.2384,0.2384,0,-0.461
"125","statins",0.2384,0.2384,0,0.123
"126","ster1yr",0.2385,0.2384,0,1.653
"127","stgtotalc",0.2382,0.2384,-0.001,0.262
"128","still_enjoy_things",0.2384,0.2384,0,-1.808
"129","still_laughs",0.2385,0.2384,0,0.031
"130","sudden_feelings_panic",0.2385,0.2384,0,0.239
"131","theophylline_use",0.2384,0.2384,0,0.052
"132","threeMonths",0.2386,0.2384,0.001,5.003
"133","time_bedtime_qs_asked",0.2384,0.2384,0,-2.127
"134","time_wakeup_qs_asked",0.2384,0.2384,0,-0.336
"135","too_cold_sleep",0.2384,0.2384,0,-0.153
"136","too_hot_sleep",0.2384,0.2384,0,-0.143
"137","trouble_waking",0.2384,0.2384,0,-1.104
"138","trtgroup",0.2392,0.2384,0.003,2.692
"139","vasodilator_use",0.2384,0.2384,0,-1.805
"140","wakeup_mid_night",0.2384,0.2384,0,-0.626
"141","white",0.2385,0.2384,0,0.165
"142","worries",0.2384,0.2384,0,-0.385
