"","Predictor","Marginalized error","Model error","Relative change","Z-value"
"49","too_hot_sleep",0.2393,0.2394,0,-0.843
"60","TENSE_N241_C",0.2393,0.2394,0,-1.396
"69","no_interest_in_appearance",0.2393,0.2394,0,-1.077
"71","looks_forward",0.2393,0.2394,0,-1.535
"75","fev1_liters",0.2393,0.2394,0,1
"77","fev1_predicted_baseline",0.2393,0.2394,0,0.412
"97","FVC_post_bronchodilator",0.2393,0.2394,-0.001,-0.977
"98","FEF2575_post_bronchodilator",0.2393,0.2394,0,0.711
"105","CCB",0.2393,0.2394,0,-2.19
"108","diuretics",0.2393,0.2394,0,-0.608
"122","social_z_score",0.2393,0.2394,0,-1.854
"124","mental_health_z_score",0.2393,0.2394,0,-0.643
"125","aggregate_mental_z_score",0.2393,0.2394,0,-1.254
"134","gold2",0.2393,0.2394,0,-2.304
"135","gold1",0.2393,0.2394,0,-0.091
"27","SGRQ_activity",0.2392,0.2394,-0.001,-2.607
"83","physfunc",0.2392,0.2394,-0.001,-1.972
"117","physical_z_score",0.2392,0.2394,-0.001,-2.31
"118","role_phys_z_score",0.2392,0.2394,-0.001,-0.731
"28","SGRQ_impact",0.2391,0.2394,-0.001,-3.228
"115","hearmean",0.2391,0.2394,-0.001,-2.987
"82","stgtotalc",0.239,0.2394,-0.001,-0.41
