"","Predictor","Marginalized error","Model error","Relative change","Z-value"
"126","on_laba_lama_ics",0.2397,0.2396,0,1.82
"130","icslaba",0.2397,0.2396,0,0.967
"133","icslabalama",0.2397,0.2396,0,1.259
"136","sleep1",0.2397,0.2396,0,1.065
"1","pseudoEst",0.2396,0.2396,0,1.123
"2","X",0.2396,0.2396,0,-0.363
"3","checkIn",0.2396,0.2396,0,0.405
"7","asian",0.2396,0.2396,0,1.123
"8","black",0.2396,0.2396,0,-2.544
"12","goldclass",0.2396,0.2396,0,0.609
"13","hispanic",0.2396,0.2396,0,-0.665
"15","native",0.2396,0.2396,0,-1.402
"17","otherrace",0.2396,0.2396,0,1.123
"19","pacific",0.2396,0.2396,0,1.123
"22","season",0.2396,0.2396,0,0.39
"25","white",0.2396,0.2396,0,-1.915
"29","sleep_quality_global",0.2396,0.2396,0,-0.089
"30","sleep_quality_subjective",0.2396,0.2396,0,-1.897
"31","sleep_latency",0.2396,0.2396,0,-1.447
"33","sleep_medication",0.2396,0.2396,0,-0.296
"34","sleep_efficiency",0.2396,0.2396,0,-1.086
"35","sleep_disturbances",0.2396,0.2396,0,-0.598
"37","bedtime_hours",0.2396,0.2396,0,0.238
"38","bedtime_minutes",0.2396,0.2396,0,0.366
"39","FALLMN_N242_C",0.2396,0.2396,0,-0.47
"41","get_up_time_minutes",0.2396,0.2396,0,-0.44
"42","actual_hours_sleep",0.2396,0.2396,0,-0.876
"44","wakeup_mid_night",0.2396,0.2396,0,-0.542
"45","get_up_bathroom",0.2396,0.2396,0,-0.873
"46","breathing_discomfort",0.2396,0.2396,0,-0.272
"47","loud_cough_snore",0.2396,0.2396,0,-0.579
"48","too_cold_sleep",0.2396,0.2396,0,-1.572
"49","too_hot_sleep",0.2396,0.2396,0,-0.789
"50","bad_dreams",0.2396,0.2396,0,-1.846
"51","have_pain",0.2396,0.2396,0,0.763
"52","past_month_medication",0.2396,0.2396,0,-1.018
"53","trouble_waking",0.2396,0.2396,0,-1.654
"54","enthusiastic_issues",0.2396,0.2396,0,-0.021
"55","sleep_qual_overall",0.2396,0.2396,0,-0.964
"56","time_bedtime_qs_asked",0.2396,0.2396,0,-1.01
"57","time_wakeup_qs_asked",0.2396,0.2396,0,-1.311
"59","depression_HADS",0.2396,0.2396,0,-0.315
"60","TENSE_N241_C",0.2396,0.2396,0,-0.867
"61","still_enjoy_things",0.2396,0.2396,0,-1.676
"63","still_laughs",0.2396,0.2396,0,-1.188
"64","worries",0.2396,0.2396,0,-1.513
"65","feels_cheerful",0.2396,0.2396,0,-0.383
"67","feels_slowed_down",0.2396,0.2396,0,-0.263
"69","no_interest_in_appearance",0.2396,0.2396,0,-1.266
"70","feels_restless",0.2396,0.2396,0,0.157
"71","looks_forward",0.2396,0.2396,0,-1.799
"72","sudden_feelings_panic",0.2396,0.2396,0,-0.711
"73","can_enjoy_entertainment",0.2396,0.2396,0,-1.736
"75","fev1_liters",0.2396,0.2396,0,1.228
"76","fvc_liters",0.2396,0.2396,0,1.017
"81","advair_symbircort",0.2396,0.2396,0,-1.949
"84","rolephys",0.2396,0.2396,0,0.608
"85","roleemo",0.2396,0.2396,0,-0.254
"91","fev1fvcpct_",0.2396,0.2396,0,0.876
"92","theophylline_use",0.2396,0.2396,0,-1.461
"96","h2_blockers",0.2396,0.2396,0,-0.18
"97","FVC_post_bronchodilator",0.2396,0.2396,0,0.692
"98","FEF2575_post_bronchodilator",0.2396,0.2396,0,1.436
"99","POFEFM_",0.2396,0.2396,0,1.165
"100","ace_inibitors",0.2396,0.2396,0,-2.123
"101","arb_use",0.2396,0.2396,0,-1.969
"102","beta_blocker_use",0.2396,0.2396,0,0.934
"103","beta_blocker_non_selective",0.2396,0.2396,0,1.123
"104","beta_blocker_selective",0.2396,0.2396,0,-0.53
"105","CCB",0.2396,0.2396,0,-1.753
"106","anti_arrythmics",0.2396,0.2396,0,1.123
"107","statins",0.2396,0.2396,0,-0.717
"109","misc_baseline_meds",0.2396,0.2396,0,1.123
"110","vasodilator_use",0.2396,0.2396,0,-1.144
"112","other_chol_reducers",0.2396,0.2396,0,-1.95
"113","digitalis",0.2396,0.2396,0,0.806
"114","ASP",0.2396,0.2396,0,-0.555
"117","physical_z_score",0.2396,0.2396,0,-1.745
"118","role_phys_z_score",0.2396,0.2396,0,0.995
"122","social_z_score",0.2396,0.2396,0,-0.632
"125","aggregate_mental_z_score",0.2396,0.2396,0,-0.864
"127","icsonly",0.2396,0.2396,0,0.249
"128","labaonly",0.2396,0.2396,0,1.123
"129","lamaonly",0.2396,0.2396,0,-0.169
"131","icslama",0.2396,0.2396,0,0.323
"132","labalama",0.2396,0.2396,0,-0.516
"134","gold2",0.2396,0.2396,0,-0.489
"135","gold1",0.2396,0.2396,0,-0.954
"137","panic4",0.2396,0.2396,0,-1.426
"20","packyears",0.2395,0.2396,-0.001,-0.907
"27","SGRQ_activity",0.2395,0.2396,-0.001,-2.39
"82","stgtotalc",0.2395,0.2396,-0.001,0.893
"83","physfunc",0.2395,0.2396,-0.001,-1.707
"87","emowell",0.2395,0.2396,-0.001,-1.736
"88","socfunc",0.2395,0.2396,-0.001,-1.788
"115","hearmean",0.2395,0.2396,0,-0.973
"4","age",0.2394,0.2396,-0.001,-0.456
"28","SGRQ_impact",0.2392,0.2396,-0.002,-3.231
